iter,time,loss,loss_reg
5350,31,12.297482,0.038371246
5360,31,12.2941885,0.038371257
5370,31,12.506849,0.038371265
5380,31,12.321849,0.038371287
5390,31,11.987818,0.038371306
5400,31,11.85367,0.038371317
5410,31,12.077411,0.03837133
5420,31,11.988948,0.038371347
5430,31,11.933155,0.038371354
5440,31,12.138741,0.038371377
5450,31,12.715748,0.03837139
5460,31,11.437061,0.038371406
5470,31,12.734297,0.038371425
5480,31,12.968951,0.03837144
5490,31,12.144889,0.03837146
5500,31,12.02898,0.038371474
5510,31,12.141618,0.038371496
5520,31,12.129573,0.03837151
5530,31,12.348225,0.03837153
5540,31,12.089331,0.03837155
5550,31,11.498518,0.03837158
5560,31,12.142162,0.0383716
5570,31,12.820877,0.03837162
5580,31,11.575698,0.03837164
5590,31,12.479215,0.038371664
5600,31,11.287331,0.03837168
5610,31,12.206151,0.038371705
5620,31,12.139778,0.038371727
5630,31,12.142203,0.038371738
5640,31,11.2652645,0.038371764
5650,31,11.821187,0.03837178
5660,31,12.611068,0.038371798
5670,31,12.258082,0.03837182
5680,31,12.511097,0.038371827
5690,31,12.758172,0.038371854
5700,31,12.288911,0.03837186
5710,31,11.769987,0.03837188
5720,31,11.426245,0.0383719
5730,31,11.614138,0.038371913
5740,31,12.916049,0.03837192
5750,31,11.002635,0.038371943
5760,31,12.885582,0.038371958
5770,31,12.090049,0.038371976
5780,31,11.883393,0.038371988
5790,31,11.078161,0.038372006
5800,31,12.56975,0.03837203
5810,31,12.320593,0.03837204
5820,31,11.940531,0.038372062
5830,31,11.856717,0.03837209
5840,31,12.020361,0.0383721
5850,31,11.4075985,0.03837212
5860,31,12.624109,0.038372137
5870,31,12.363764,0.03837215
5880,31,11.314993,0.03837216
5890,31,11.671537,0.03837218
5900,31,11.47648,0.038372193
5910,31,12.145427,0.03837221
5920,31,12.081758,0.03837222
5930,31,12.252135,0.03837224
5940,31,11.970728,0.038372267
5950,31,11.7216625,0.03837228
5960,31,12.101389,0.0383723
5970,31,11.540169,0.03837232
5980,31,11.554247,0.038372338
5990,31,11.620295,0.03837236
6000,31,12.378727,0.038372386
6010,31,12.364054,0.03837239
6020,31,12.069638,0.038372416
6030,31,12.26102,0.038372427
6040,31,11.79257,0.038372446
6050,31,11.59059,0.038372457
6060,31,11.737403,0.03837248
6070,31,12.65342,0.038372487
6080,31,12.46039,0.038372505
6090,31,12.388989,0.038372517
6100,31,11.753234,0.03837254
6110,31,12.626089,0.038372565
6120,31,11.79183,0.038372573
6130,31,12.27223,0.03837259
6140,31,12.078845,0.038372602
6150,31,12.142396,0.038372625
6160,31,12.225067,0.038372636
6170,31,12.01488,0.038372654
6180,31,11.465529,0.038372662
6190,31,12.337761,0.038372684
6200,31,12.157106,0.038372688
6210,31,12.054895,0.038372707
6220,31,12.089082,0.03837272
6230,31,11.7867565,0.038372736
6240,31,11.759886,0.03837275
6250,31,12.628264,0.038372755
6260,31,11.888247,0.038372777
6270,31,11.831438,0.038372785
6280,31,11.161708,0.038372807
6290,31,11.955299,0.038372815
6300,31,11.400031,0.038372837
6310,31,11.961397,0.03837284
6320,31,11.887199,0.038372856
6330,31,12.163799,0.038372874
6340,31,11.229258,0.038372893
6350,31,11.259411,0.0383729
6360,31,12.281343,0.038372923
6370,31,12.253656,0.03837293
6380,31,11.319864,0.038372952
6390,31,11.384794,0.03837296
6400,31,11.953399,0.038372982
6410,31,11.39691,0.03837299
6420,31,11.757093,0.038373012
6430,31,12.485425,0.038373023
6440,31,12.228334,0.038373042
6450,31,11.521174,0.03837305
6460,31,12.552686,0.038373053
6470,31,11.56741,0.038373075
6480,31,12.262119,0.038373083
6490,31,11.315603,0.038373105
6500,31,11.731313,0.038373113
6510,31,11.297721,0.038373135
6520,31,12.729526,0.038373142
6530,31,11.760785,0.03837316
6540,31,11.286074,0.038373172
6550,31,11.550339,0.038373195
6560,31,12.322872,0.03837321
6570,31,11.988215,0.038373224
6580,31,11.312326,0.03837324
6590,31,12.203782,0.038373258
6600,31,11.698457,0.03837328
6610,31,11.502234,0.038373288
6620,31,12.76275,0.03837329
6630,31,11.466123,0.038373314
6640,31,11.996363,0.03837332
6650,31,12.138738,0.03837334
6660,31,12.28088,0.038373347
6670,31,12.107883,0.03837336
6680,31,11.829269,0.038373377
6690,31,11.99806,0.038373392
6700,31,11.975788,0.03837341
6710,31,11.726525,0.038373422
6720,31,11.681532,0.038373437
6730,31,11.992483,0.03837346
6740,31,12.390486,0.038373467
6750,31,12.462267,0.038373478
6760,31,11.189235,0.038373496
6770,31,11.621536,0.0383735
6780,31,10.949651,0.03837352
6790,31,11.250301,0.038373526
6800,31,11.452423,0.03837355
6810,31,12.037184,0.03837356
6820,31,11.468953,0.038373582
6830,31,11.770956,0.03837359
6840,31,11.543553,0.038373612
6850,31,11.774897,0.03837363
6860,31,11.450464,0.03837365
6870,31,11.232323,0.038373664
6880,31,11.193174,0.03837368
6890,31,12.097732,0.038373698
6900,31,13.138376,0.038373716
6910,31,11.952412,0.03837373
6920,31,11.635689,0.03837374
6930,31,11.771881,0.03837376
6940,31,12.108376,0.03837377
6950,31,12.455652,0.038373776
6960,31,11.946051,0.038373794
6970,31,11.573933,0.03837382
6980,31,11.332394,0.038373824
6990,31,12.013737,0.03837384
7000,31,12.162127,0.038373854
7010,31,11.990314,0.03837388
7020,31,12.249286,0.038373884
7030,31,11.611544,0.03837389
7040,31,11.84958,0.03837391
7050,31,10.863289,0.038373917
7060,31,11.634172,0.038373936
7070,31,11.9754095,0.038373947
7080,31,11.239821,0.038373955
7090,31,11.415094,0.038373973
7100,31,11.28975,0.038373996
7110,31,12.231003,0.038374003
7120,31,11.5642605,0.038374025
7130,31,12.026383,0.038374044
7140,31,12.370943,0.03837406
7150,31,12.147753,0.038374066
7160,31,12.296976,0.038374085
7170,31,10.789579,0.038374096
7180,31,11.263475,0.038374115
7190,31,12.62108,0.038374122
7200,31,11.595373,0.038374126
7210,31,10.935705,0.038374145
7220,31,11.78353,0.038374152
7230,31,11.621013,0.038374167
7240,31,11.635926,0.038374178
7250,31,11.230373,0.038374186
7260,31,10.960776,0.038374204
7270,31,11.728748,0.038374215
7280,31,11.808492,0.038374238
7290,31,11.954166,0.038374245
7300,31,11.599745,0.038374264
7310,31,10.845478,0.038374282
7320,31,11.747995,0.038374297
7330,31,11.168108,0.038374312
7340,31,12.00939,0.03837433
7350,31,11.697287,0.038374353
7360,31,12.359868,0.038374364
7370,31,11.641607,0.038374383
7380,31,10.939871,0.0383744
7390,31,12.131479,0.038374417
7400,31,11.317839,0.038374424
7410,31,11.397802,0.038374446
7420,31,12.060114,0.038374454
7430,31,11.411644,0.038374476
7440,31,11.849337,0.038374484
7450,31,11.892389,0.038374495
7460,31,11.339354,0.03837451
7470,31,10.914209,0.038374532
7480,31,11.713958,0.038374543
7490,31,11.121138,0.03837455
7500,31,11.0493145,0.03837457
7510,31,10.985968,0.03837459
7520,31,12.724122,0.038374603
7530,31,12.116603,0.038374618
7540,31,11.720438,0.03837463
7550,31,12.06226,0.03837465
7560,31,10.92079,0.038374662
7570,31,11.397715,0.03837468
7580,31,10.806781,0.038374692
7590,31,11.917771,0.03837471
7600,31,11.603294,0.03837472
7610,31,12.190451,0.03837473
7620,31,11.738897,0.038374748
7630,31,11.605011,0.038374763
7640,31,11.504278,0.038374774
7650,31,11.71979,0.03837478
7660,31,11.67602,0.0383748
7670,31,11.552277,0.038374808
7680,31,11.127378,0.03837482
7690,31,11.794414,0.038374834
7700,31,11.385577,0.03837485
7710,31,11.341564,0.038374864
7720,31,11.359101,0.03837487
7730,31,12.037256,0.038374893
7740,31,11.4084835,0.03837491
7750,31,11.226899,0.038374927
7760,31,11.92218,0.038374938
7770,31,11.57177,0.038374957
7780,31,11.605469,0.038374968
7790,31,12.087768,0.038374986
7800,31,11.809247,0.038374998
7810,31,11.453238,0.038375013
7820,31,11.455663,0.038375027
7830,31,11.300928,0.038375042
7840,31,11.064119,0.03837505
7850,31,10.839052,0.038375072
7860,31,11.598822,0.038375087
7870,31,11.227839,0.038375102
7880,31,12.875597,0.038375113
7890,31,12.361659,0.03837513
7900,31,11.212027,0.03837514
7910,31,11.603191,0.03837516
7920,31,11.86944,0.03837517
7930,31,11.527489,0.038375188
7940,31,11.071515,0.0383752
7950,31,11.214711,0.038375217
7960,31,11.506919,0.03837523
7970,31,10.933939,0.03837525
7980,31,11.203077,0.03837526
7990,31,11.86103,0.038375277
8000,31,10.944101,0.03837529
8010,31,11.689926,0.038375307
8020,31,11.007303,0.038375318
8030,31,11.503382,0.03837534
8040,31,11.7702265,0.038375344
8050,31,11.890831,0.03837535
8060,31,12.114441,0.03837537
8070,31,11.120823,0.038375378
8080,31,10.689603,0.038375385
8090,31,11.596324,0.0383754
8100,31,11.609795,0.038375404
8110,31,10.843717,0.038375426
8120,31,10.873235,0.038375437
8130,31,10.458246,0.03837546
8140,31,11.139067,0.038375475
8150,31,11.414809,0.03837549
8160,31,11.897214,0.038375515
8170,31,11.888752,0.038375523
8180,31,10.846404,0.038375545
8190,31,11.507663,0.038375556
8200,31,11.024497,0.03837558
8210,31,11.617668,0.038375586
8220,31,11.538545,0.038375597
8230,31,11.437399,0.038375612
8240,31,11.885009,0.038375624
8250,31,11.55879,0.03837564
8260,31,11.047922,0.038375642
8270,31,11.699966,0.038375653
8280,31,11.378229,0.03837567
8290,31,11.69925,0.038375676
8300,31,11.211281,0.038375687
8310,31,11.287007,0.038375694
8320,31,11.594848,0.038375705
8330,31,11.569373,0.038375717
8340,31,11.162935,0.03837573
8350,31,11.080614,0.03837575
8360,31,11.098227,0.03837576
8370,31,11.570756,0.038375765
8380,31,11.071183,0.038375784
8390,31,10.926769,0.038375795
8400,31,11.952869,0.03837581
8410,31,11.210731,0.03837582
8420,31,11.220602,0.038375825
8430,31,11.430517,0.038375843
8440,31,10.783411,0.03837585
8450,31,11.607226,0.038375862
8460,31,11.021017,0.03837588
8470,31,11.075144,0.038375903
8480,31,12.071878,0.03837591
8490,31,10.769022,0.038375933
8500,31,11.29789,0.038375944
8510,31,10.734494,0.038375966
8520,31,11.592065,0.038375992
8530,31,11.221053,0.038376004
8540,31,11.144907,0.038376022
8550,31,11.519203,0.038376026
8560,31,11.226633,0.038376044
8570,31,11.119868,0.03837606
8580,31,12.771336,0.03837608
8590,31,10.634308,0.038376085
8600,31,11.554405,0.038376093
8610,31,10.739988,0.03837611
8620,31,11.365553,0.038376123
8630,31,11.686038,0.03837614
8640,31,10.730597,0.038376153
8650,31,11.799905,0.03837617
8660,31,11.313026,0.03837618
8670,31,11.427378,0.038376186
8680,31,11.369501,0.038376205
8690,31,11.191086,0.038376212
8700,31,11.103602,0.038376234
8710,31,11.476147,0.038376242
8720,31,10.923324,0.038376253
8730,31,11.148664,0.038376264
8740,31,11.820173,0.038376275
8750,31,11.545947,0.038376298
8760,31,10.45334,0.03837631
8770,31,11.075869,0.038376324
